id,password,name,location,balance,purchase_type,purchase_amount,purchase_date
16,pass016,User016,Georgia,9047.35,Transport,476.39,9/10/2025
16,pass016,User016,Georgia,9047.35,Utilities,1802.45,9/14/2025
16,pass016,User016,Georgia,9047.35,Food,355.38,9/17/2025
16,pass016,User016,Georgia,9047.35,Entertainment,1480.29,9/20/2025
16,pass016,User016,Georgia,9047.35,Entertainment,930.02,9/23/2025
17,pass017,User017,Georgia,3273.93,Food,116.13,7/7/2025
17,pass017,User017,Georgia,3273.93,Housing,1904.84,7/10/2025
17,pass017,User017,Georgia,3273.93,Transport,1392.39,7/12/2025
17,pass017,User017,Georgia,3273.93,Housing,1961.2,7/14/2025
17,pass017,User017,Georgia,3273.93,Utilities,671.16,7/18/2025
17,pass017,User017,Georgia,3273.93,Entertainment,352.06,7/22/2025
17,pass017,User017,Georgia,3273.93,Utilities,1075.18,7/24/2025
17,pass017,User017,Georgia,3273.93,Entertainment,1430.13,7/29/2025
17,pass017,User017,Georgia,3273.93,Entertainment,515.67,7/30/2025
17,pass017,User017,Georgia,3273.93,Transport,745.48,8/4/2025
17,pass017,User017,Georgia,3273.93,Healthcare,684.14,8/7/2025
17,pass017,User017,Georgia,3273.93,Healthcare,520.56,8/10/2025
17,pass017,User017,Georgia,3273.93,Transport,1274.91,8/12/2025
17,pass017,User017,Georgia,3273.93,Transport,870.19,8/17/2025
17,pass017,User017,Georgia,3273.93,Entertainment,1858.33,8/19/2025
17,pass017,User017,Georgia,3273.93,Food,1511.28,8/24/2025
17,pass017,User017,Georgia,3273.93,Food,144.58,8/25/2025
17,pass017,User017,Georgia,3273.93,Entertainment,728.91,8/30/2025
17,pass017,User017,Georgia,3273.93,Entertainment,1038.47,9/1/2025
17,pass017,User017,Georgia,3273.93,Transport,627.84,9/4/2025
17,pass017,User017,Georgia,3273.93,Entertainment,1487.42,9/8/2025
17,pass017,User017,Georgia,3273.93,Entertainment,1888.69,9/12/2025
17,pass017,User017,Georgia,3273.93,Utilities,1252.46,9/15/2025
17,pass017,User017,Georgia,3273.93,Transport,207.86,9/18/2025
17,pass017,User017,Georgia,3273.93,Housing,1479.18,9/22/2025
17,pass017,User017,Georgia,3273.93,Healthcare,785.32,9/25/2025
18,pass018,User018,Florida,3876.83,Transport,1545.22,7/6/2025
18,pass018,User018,Florida,3876.83,Utilities,1759.97,7/8/2025
18,pass018,User018,Florida,3876.83,Transport,540.14,7/13/2025
18,pass018,User018,Florida,3876.83,Utilities,1404.04,7/15/2025
18,pass018,User018,Florida,3876.83,Housing,812.59,7/19/2025
18,pass018,User018,Florida,3876.83,Food,543.72,7/21/2025
18,pass018,User018,Florida,3876.83,Healthcare,228.37,7/25/2025
18,pass018,User018,Florida,3876.83,Food,821.12,7/27/2025
18,pass018,User018,Florida,3876.83,Food,125,7/31/2025
18,pass018,User018,Florida,3876.83,Entertainment,654.72,8/3/2025
18,pass018,User018,Florida,3876.83,Healthcare,1226.02,8/7/2025
18,pass018,User018,Florida,3876.83,Healthcare,919.94,8/9/2025
18,pass018,User018,Florida,3876.83,Housing,1158.25,8/14/2025
18,pass018,User018,Florida,3876.83,Entertainment,1988.43,8/16/2025
18,pass018,User018,Florida,3876.83,Utilities,1340.84,8/21/2025
18,pass018,User018,Florida,3876.83,Entertainment,1308.76,8/24/2025
18,pass018,User018,Florida,3876.83,Utilities,333.04,8/26/2025
18,pass018,User018,Florida,3876.83,Housing,800.53,8/30/2025
18,pass018,User018,Florida,3876.83,Healthcare,261.68,9/1/2025
18,pass018,User018,Florida,3876.83,Utilities,862.37,9/4/2025
18,pass018,User018,Florida,3876.83,Housing,208.73,9/8/2025
18,pass018,User018,Florida,3876.83,Housing,1628.49,9/12/2025
18,pass018,User018,Florida,3876.83,Utilities,1176.71,9/15/2025
18,pass018,User018,Florida,3876.83,Food,1934.35,9/19/2025
18,pass018,User018,Florida,3876.83,Housing,707.45,9/21/2025
18,pass018,User018,Florida,3876.83,Transport,1543.4,9/24/2025
19,pass019,User019,California,2682.74,Housing,1666.04,7/7/2025
19,pass019,User019,California,2682.74,Transport,1178.9,7/10/2025
19,pass019,User019,California,2682.74,Housing,940.6,7/13/2025
19,pass019,User019,California,2682.74,Utilities,1924.16,7/14/2025
19,pass019,User019,California,2682.74,Housing,1686.87,7/19/2025
19,pass019,User019,California,2682.74,Housing,170.84,7/21/2025
19,pass019,User019,California,2682.74,Housing,1922.6,7/25/2025
19,pass019,User019,California,2682.74,Food,127.71,7/29/2025
19,pass019,User019,California,2682.74,Transport,379,8/1/2025
19,pass019,User019,California,2682.74,Food,928.84,8/5/2025
19,pass019,User019,California,2682.74,Utilities,472.05,8/7/2025
19,pass019,User019,California,2682.74,Housing,1322.5,8/10/2025
19,pass019,User019,California,2682.74,Healthcare,1668.27,8/14/2025
19,pass019,User019,California,2682.74,Utilities,1670.73,8/17/2025
19,pass019,User019,California,2682.74,Healthcare,1163.58,8/20/2025
19,pass019,User019,California,2682.74,Healthcare,1212.28,8/24/2025
19,pass019,User019,California,2682.74,Transport,782.23,8/25/2025
19,pass019,User019,California,2682.74,Entertainment,1553.75,8/28/2025
19,pass019,User019,California,2682.74,Food,352.74,9/2/2025
19,pass019,User019,California,2682.74,Entertainment,397.69,9/5/2025
19,pass019,User019,California,2682.74,Food,1001.55,9/9/2025
19,pass019,User019,California,2682.74,Housing,142.34,9/10/2025
19,pass019,User019,California,2682.74,Housing,855.08,9/16/2025
19,pass019,User019,California,2682.74,Housing,1978.62,9/17/2025
19,pass019,User019,California,2682.74,Housing,285.48,9/20/2025
19,pass019,User019,California,2682.74,Food,699.14,9/24/2025
20,pass020,User020,Georgia,1923.11,Utilities,974.73,7/7/2025
20,pass020,User020,Georgia,1923.11,Healthcare,396.28,7/8/2025
20,pass020,User020,Georgia,1923.11,Entertainment,238.86,7/12/2025
20,pass020,User020,Georgia,1923.11,Utilities,770.44,7/14/2025
20,pass020,User020,Georgia,1923.11,Entertainment,954.91,7/18/2025
20,pass020,User020,Georgia,1923.11,Entertainment,959.34,7/23/2025
20,pass020,User020,Georgia,1923.11,Transport,258.51,7/26/2025
20,pass020,User020,Georgia,1923.11,Entertainment,1586.38,7/29/2025
20,pass020,User020,Georgia,1923.11,Healthcare,780.62,7/31/2025
20,pass020,User020,Georgia,1923.11,Entertainment,1720.77,8/3/2025
20,pass020,User020,Georgia,1923.11,Entertainment,1395.11,8/7/2025
20,pass020,User020,Georgia,1923.11,Entertainment,687.69,8/9/2025
20,pass020,User020,Georgia,1923.11,Entertainment,1120.24,8/13/2025
20,pass020,User020,Georgia,1923.11,Transport,263.56,8/17/2025
20,pass020,User020,Georgia,1923.11,Healthcare,656.43,8/19/2025
20,pass020,User020,Georgia,1923.11,Entertainment,699.43,8/22/2025
20,pass020,User020,Georgia,1923.11,Utilities,617,8/26/2025
20,pass020,User020,Georgia,1923.11,Housing,1276.81,8/29/2025
20,pass020,User020,Georgia,1923.11,Food,463.74,9/2/2025
20,pass020,User020,Georgia,1923.11,Food,890.75,9/6/2025
20,pass020,User020,Georgia,1923.11,Food,628.64,9/9/2025
20,pass020,User020,Georgia,1923.11,Healthcare,518.62,9/12/2025
20,pass020,User020,Georgia,1923.11,Utilities,176.18,9/15/2025
20,pass020,User020,Georgia,1923.11,Healthcare,1507.59,9/19/2025
20,pass020,User020,Georgia,1923.11,Healthcare,758.66,9/20/2025
20,pass020,User020,Georgia,1923.11,Utilities,973.29,9/23/2025
21,pass021,User021,California,7133.42,Healthcare,770.13,7/6/2025
21,pass021,User021,California,7133.42,Healthcare,1379.42,7/8/2025
21,pass021,User021,California,7133.42,Transport,1994.45,7/13/2025
21,pass021,User021,California,7133.42,Healthcare,730.57,7/14/2025
21,pass021,User021,California,7133.42,Food,536.58,7/17/2025
21,pass021,User021,California,7133.42,Housing,891.43,7/23/2025
21,pass021,User021,California,7133.42,Healthcare,250.44,7/26/2025
21,pass021,User021,California,7133.42,Entertainment,1334.05,7/27/2025
21,pass021,User021,California,7133.42,Food,103.96,7/30/2025
21,pass021,User021,California,7133.42,Transport,984.98,8/4/2025
21,pass021,User021,California,7133.42,Transport,190.27,8/7/2025
21,pass021,User021,California,7133.42,Food,1388.1,8/10/2025
21,pass021,User021,California,7133.42,Utilities,1330.85,8/13/2025
21,pass021,User021,California,7133.42,Healthcare,114.22,8/16/2025
21,pass021,User021,California,7133.42,Entertainment,1568.57,8/20/2025
21,pass021,User021,California,7133.42,Utilities,1351.43,8/22/2025
21,pass021,User021,California,7133.42,Housing,565.57,8/25/2025
21,pass021,User021,California,7133.42,Housing,1681.91,8/30/2025
21,pass021,User021,California,7133.42,Food,220.72,9/2/2025
21,pass021,User021,California,7133.42,Entertainment,1338,9/4/2025
21,pass021,User021,California,7133.42,Entertainment,822.54,9/9/2025
21,pass021,User021,California,7133.42,Healthcare,292,9/10/2025
21,pass021,User021,California,7133.42,Transport,105.03,9/14/2025
21,pass021,User021,California,7133.42,Transport,258.98,9/17/2025
21,pass021,User021,California,7133.42,Housing,649.54,9/22/2025
21,pass021,User021,California,7133.42,Food,1865.43,9/23/2025
22,pass022,User022,Georgia,6733.56,Transport,455.97,7/7/2025
22,pass022,User022,Georgia,6733.56,Utilities,360.94,7/10/2025
22,pass022,User022,Georgia,6733.56,Entertainment,754.2,7/13/2025
22,pass022,User022,Georgia,6733.56,Healthcare,1300.77,7/16/2025
22,pass022,User022,Georgia,6733.56,Housing,242.04,7/19/2025
22,pass022,User022,Georgia,6733.56,Healthcare,1922.96,7/22/2025
22,pass022,User022,Georgia,6733.56,Transport,75.37,7/26/2025
22,pass022,User022,Georgia,6733.56,Transport,667.2,7/28/2025
22,pass022,User022,Georgia,6733.56,Entertainment,1472.44,7/30/2025
22,pass022,User022,Georgia,6733.56,Transport,1911.39,8/4/2025
22,pass022,User022,Georgia,6733.56,Food,780.95,8/6/2025
22,pass022,User022,Georgia,6733.56,Housing,1822.35,8/11/2025
22,pass022,User022,Georgia,6733.56,Food,436.6,8/13/2025
22,pass022,User022,Georgia,6733.56,Food,1721.12,8/17/2025
22,pass022,User022,Georgia,6733.56,Food,838.13,8/20/2025
22,pass022,User022,Georgia,6733.56,Housing,455.87,8/24/2025
22,pass022,User022,Georgia,6733.56,Healthcare,845.07,8/27/2025
22,pass022,User022,Georgia,6733.56,Food,1944.77,8/28/2025
22,pass022,User022,Georgia,6733.56,Entertainment,1833.91,9/3/2025
22,pass022,User022,Georgia,6733.56,Utilities,931.7,9/6/2025
22,pass022,User022,Georgia,6733.56,Healthcare,1354.56,9/7/2025
22,pass022,User022,Georgia,6733.56,Entertainment,57.75,9/12/2025
22,pass022,User022,Georgia,6733.56,Housing,1664.7,9/16/2025
22,pass022,User022,Georgia,6733.56,Housing,941.94,9/19/2025
22,pass022,User022,Georgia,6733.56,Healthcare,1598.79,9/20/2025
22,pass022,User022,Georgia,6733.56,Utilities,1515.58,9/23/2025
23,pass023,User023,Florida,9395.66,Transport,1080.03,7/5/2025
23,pass023,User023,Florida,9395.66,Healthcare,1389.61,7/10/2025
23,pass023,User023,Florida,9395.66,Transport,1138.17,7/12/2025
23,pass023,User023,Florida,9395.66,Healthcare,1497.41,7/15/2025
23,pass023,User023,Florida,9395.66,Food,1365.8,7/18/2025
23,pass023,User023,Florida,9395.66,Healthcare,728.02,7/23/2025
23,pass023,User023,Florida,9395.66,Transport,1522.17,7/26/2025
23,pass023,User023,Florida,9395.66,Utilities,1706.35,7/27/2025
23,pass023,User023,Florida,9395.66,Entertainment,981.62,8/1/2025
23,pass023,User023,Florida,9395.66,Entertainment,23.82,8/4/2025
23,pass023,User023,Florida,9395.66,Housing,1426.86,8/7/2025
23,pass023,User023,Florida,9395.66,Food,257.36,8/9/2025
23,pass023,User023,Florida,9395.66,Healthcare,1350.76,8/12/2025
23,pass023,User023,Florida,9395.66,Transport,171.45,8/17/2025
23,pass023,User023,Florida,9395.66,Utilities,828.49,8/20/2025
23,pass023,User023,Florida,9395.66,Housing,222.14,8/23/2025
23,pass023,User023,Florida,9395.66,Entertainment,669.3,8/25/2025
23,pass023,User023,Florida,9395.66,Housing,961.08,8/29/2025
23,pass023,User023,Florida,9395.66,Entertainment,920.46,9/1/2025
23,pass023,User023,Florida,9395.66,Healthcare,1565.72,9/5/2025
23,pass023,User023,Florida,9395.66,Utilities,1991.3,9/9/2025
23,pass023,User023,Florida,9395.66,Utilities,1417.27,9/11/2025
23,pass023,User023,Florida,9395.66,Entertainment,509.37,9/16/2025
23,pass023,User023,Florida,9395.66,Housing,195.36,9/17/2025
23,pass023,User023,Florida,9395.66,Housing,1609.9,9/20/2025
23,pass023,User023,Florida,9395.66,Transport,994.49,9/25/2025
24,pass024,User024,California,9250.51,Housing,1657.13,7/6/2025
24,pass024,User024,California,9250.51,Entertainment,1213.56,7/10/2025
24,pass024,User024,California,9250.51,Food,49.29,7/13/2025
24,pass024,User024,California,9250.51,Transport,341.12,7/15/2025
24,pass024,User024,California,9250.51,Food,53.49,7/19/2025
24,pass024,User024,California,9250.51,Entertainment,729.94,7/23/2025
24,pass024,User024,California,9250.51,Entertainment,871.71,7/25/2025
24,pass024,User024,California,9250.51,Housing,1872.62,7/28/2025
24,pass024,User024,California,9250.51,Housing,1705.19,7/31/2025
24,pass024,User024,California,9250.51,Entertainment,1674.5,8/3/2025
24,pass024,User024,California,9250.51,Healthcare,706.38,8/7/2025
24,pass024,User024,California,9250.51,Utilities,1978.8,8/11/2025
24,pass024,User024,California,9250.51,Housing,1578.28,8/13/2025
24,pass024,User024,California,9250.51,Healthcare,794.33,8/18/2025
24,pass024,User024,California,9250.51,Entertainment,1268.8,8/19/2025
24,pass024,User024,California,9250.51,Transport,1182.32,8/22/2025
24,pass024,User024,California,9250.51,Utilities,648.59,8/26/2025
24,pass024,User024,California,9250.51,Food,1196.36,8/29/2025
24,pass024,User024,California,9250.51,Food,940.97,9/3/2025
24,pass024,User024,California,9250.51,Housing,713.7,9/4/2025
24,pass024,User024,California,9250.51,Utilities,1053.78,9/8/2025
24,pass024,User024,California,9250.51,Healthcare,223.51,9/11/2025
24,pass024,User024,California,9250.51,Transport,310.86,9/15/2025
24,pass024,User024,California,9250.51,Healthcare,544.33,9/18/2025
24,pass024,User024,California,9250.51,Healthcare,442.54,9/20/2025
24,pass024,User024,California,9250.51,Utilities,1259.3,9/25/2025
25,pass025,User025,Georgia,7013.8,Utilities,1920.69,7/5/2025
25,pass025,User025,Georgia,7013.8,Housing,792.41,7/10/2025
25,pass025,User025,Georgia,7013.8,Food,1502.91,7/12/2025
25,pass025,User025,Georgia,7013.8,Utilities,1186.03,7/15/2025
25,pass025,User025,Georgia,7013.8,Utilities,643.25,7/19/2025
25,pass025,User025,Georgia,7013.8,Food,579.46,7/23/2025
25,pass025,User025,Georgia,7013.8,Food,23.64,7/24/2025
25,pass025,User025,Georgia,7013.8,Transport,550.78,7/28/2025
25,pass025,User025,Georgia,7013.8,Entertainment,1176.26,7/30/2025
25,pass025,User025,Georgia,7013.8,Housing,419.47,8/5/2025
25,pass025,User025,Georgia,7013.8,Transport,804.52,8/7/2025
25,pass025,User025,Georgia,7013.8,Entertainment,1187.1,8/10/2025
25,pass025,User025,Georgia,7013.8,Healthcare,495.8,8/13/2025
25,pass025,User025,Georgia,7013.8,Utilities,1840.29,8/18/2025
25,pass025,User025,Georgia,7013.8,Entertainment,853.28,8/21/2025
25,pass025,User025,Georgia,7013.8,Food,478.65,8/23/2025
25,pass025,User025,Georgia,7013.8,Transport,475.7,8/27/2025
25,pass025,User025,Georgia,7013.8,Healthcare,1585.32,8/29/2025
25,pass025,User025,Georgia,7013.8,Utilities,988.84,9/1/2025
25,pass025,User025,Georgia,7013.8,Food,1739.48,9/6/2025
25,pass025,User025,Georgia,7013.8,Healthcare,1795.33,9/9/2025
25,pass025,User025,Georgia,7013.8,Entertainment,1065.16,9/11/2025
25,pass025,User025,Georgia,7013.8,Food,668.89,9/14/2025
25,pass025,User025,Georgia,7013.8,Transport,397.78,9/18/2025
25,pass025,User025,Georgia,7013.8,Housing,1175.49,9/22/2025
25,pass025,User025,Georgia,7013.8,Transport,209.69,9/25/2025
26,pass026,User026,Georgia,9144.58,Transport,1261.65,7/5/2025
26,pass026,User026,Georgia,9144.58,Utilities,258.51,7/8/2025
26,pass026,User026,Georgia,9144.58,Healthcare,1307.76,7/12/2025
26,pass026,User026,Georgia,9144.58,Housing,1972.93,7/14/2025
26,pass026,User026,Georgia,9144.58,Entertainment,702.12,7/17/2025
26,pass026,User026,Georgia,9144.58,Healthcare,57.49,7/23/2025
26,pass026,User026,Georgia,9144.58,Entertainment,80.24,7/25/2025
26,pass026,User026,Georgia,9144.58,Utilities,1903.33,7/27/2025
26,pass026,User026,Georgia,9144.58,Utilities,410.81,8/1/2025
26,pass026,User026,Georgia,9144.58,Healthcare,1499.65,8/3/2025
26,pass026,User026,Georgia,9144.58,Utilities,1467.32,8/8/2025
26,pass026,User026,Georgia,9144.58,Transport,573.97,8/9/2025
26,pass026,User026,Georgia,9144.58,Food,921.47,8/12/2025
26,pass026,User026,Georgia,9144.58,Food,77.03,8/18/2025
26,pass026,User026,Georgia,9144.58,Housing,1247,8/19/2025
26,pass026,User026,Georgia,9144.58,Housing,1683.96,8/22/2025
26,pass026,User026,Georgia,9144.58,Healthcare,149.45,8/26/2025
26,pass026,User026,Georgia,9144.58,Utilities,1961.13,8/28/2025
26,pass026,User026,Georgia,9144.58,Utilities,1740.07,9/3/2025
26,pass026,User026,Georgia,9144.58,Transport,1335.06,9/6/2025
26,pass026,User026,Georgia,9144.58,Healthcare,1283.75,9/7/2025
26,pass026,User026,Georgia,9144.58,Housing,1947.22,9/11/2025
26,pass026,User026,Georgia,9144.58,Housing,329,9/14/2025
26,pass026,User026,Georgia,9144.58,Entertainment,357.09,9/19/2025
26,pass026,User026,Georgia,9144.58,Utilities,797.4,9/20/2025
26,pass026,User026,Georgia,9144.58,Healthcare,1578.05,9/24/2025
27,pass027,User027,California,1053.17,Utilities,1107.57,7/7/2025
27,pass027,User027,California,1053.17,Utilities,1839.1,7/8/2025
27,pass027,User027,California,1053.17,Utilities,667.23,7/11/2025
27,pass027,User027,California,1053.17,Healthcare,444.08,7/15/2025
27,pass027,User027,California,1053.17,Healthcare,1675.86,7/18/2025
27,pass027,User027,California,1053.17,Food,1947.4,7/23/2025
27,pass027,User027,California,1053.17,Transport,182.19,7/25/2025
27,pass027,User027,California,1053.17,Healthcare,218.04,7/28/2025
27,pass027,User027,California,1053.17,Food,1840.36,8/1/2025
27,pass027,User027,California,1053.17,Food,1021.86,8/3/2025
27,pass027,User027,California,1053.17,Utilities,1947.27,8/8/2025
27,pass027,User027,California,1053.17,Healthcare,1769.12,8/10/2025
27,pass027,User027,California,1053.17,Food,586.14,8/13/2025
27,pass027,User027,California,1053.17,Transport,1246.74,8/17/2025
27,pass027,User027,California,1053.17,Food,1311.9,8/20/2025
27,pass027,User027,California,1053.17,Transport,1748.97,8/22/2025
27,pass027,User027,California,1053.17,Healthcare,1568.37,8/26/2025
27,pass027,User027,California,1053.17,Transport,1470.75,8/28/2025
27,pass027,User027,California,1053.17,Utilities,281.94,9/2/2025
27,pass027,User027,California,1053.17,Utilities,1741.18,9/4/2025
27,pass027,User027,California,1053.17,Transport,858.64,9/7/2025
27,pass027,User027,California,1053.17,Healthcare,640.84,9/10/2025
27,pass027,User027,California,1053.17,Transport,1636.31,9/14/2025
27,pass027,User027,California,1053.17,Transport,91.55,9/17/2025
27,pass027,User027,California,1053.17,Utilities,1715.14,9/21/2025
27,pass027,User027,California,1053.17,Food,996.68,9/24/2025
28,pass028,User028,California,4458.14,Food,1572.98,7/6/2025
28,pass028,User028,California,4458.14,Healthcare,328.98,7/8/2025
28,pass028,User028,California,4458.14,Transport,1453.85,7/11/2025
28,pass028,User028,California,4458.14,Food,1822.15,7/15/2025
28,pass028,User028,California,4458.14,Entertainment,1238.96,7/19/2025
28,pass028,User028,California,4458.14,Food,1641.77,7/21/2025
28,pass028,User028,California,4458.14,Transport,494.85,7/25/2025
28,pass028,User028,California,4458.14,Food,1438.83,7/29/2025
28,pass028,User028,California,4458.14,Food,1347.81,8/1/2025
28,pass028,User028,California,4458.14,Transport,425.58,8/4/2025
28,pass028,User028,California,4458.14,Entertainment,1053.7,8/6/2025
28,pass028,User028,California,4458.14,Entertainment,1122.13,8/9/2025
28,pass028,User028,California,4458.14,Healthcare,361.97,8/13/2025
28,pass028,User028,California,4458.14,Housing,529.09,8/16/2025
28,pass028,User028,California,4458.14,Entertainment,1184.13,8/19/2025
28,pass028,User028,California,4458.14,Entertainment,279.6,8/22/2025
28,pass028,User028,California,4458.14,Entertainment,1346.33,8/26/2025
28,pass028,User028,California,4458.14,Healthcare,240.72,8/29/2025
28,pass028,User028,California,4458.14,Housing,389.78,9/1/2025
28,pass028,User028,California,4458.14,Healthcare,137.76,9/4/2025
28,pass028,User028,California,4458.14,Entertainment,348.64,9/8/2025
28,pass028,User028,California,4458.14,Transport,1073.73,9/11/2025
28,pass028,User028,California,4458.14,Housing,1805.47,9/16/2025
28,pass028,User028,California,4458.14,Housing,408.16,9/18/2025
28,pass028,User028,California,4458.14,Entertainment,1222.49,9/22/2025
28,pass028,User028,California,4458.14,Utilities,1499.49,9/23/2025
29,pass029,User029,New York,1004.64,Healthcare,1511.58,7/5/2025
29,pass029,User029,New York,1004.64,Housing,1402.91,7/9/2025
29,pass029,User029,New York,1004.64,Healthcare,997.77,7/12/2025
29,pass029,User029,New York,1004.64,Utilities,1895.83,7/15/2025
29,pass029,User029,New York,1004.64,Healthcare,1689.93,7/19/2025
29,pass029,User029,New York,1004.64,Housing,187.99,7/23/2025
29,pass029,User029,New York,1004.64,Healthcare,1994.38,7/25/2025
29,pass029,User029,New York,1004.64,Entertainment,1429.94,7/27/2025
29,pass029,User029,New York,1004.64,Transport,1472.87,7/31/2025
29,pass029,User029,New York,1004.64,Utilities,1434.08,8/4/2025
29,pass029,User029,New York,1004.64,Utilities,376.07,8/7/2025
29,pass029,User029,New York,1004.64,Housing,765.91,8/11/2025
29,pass029,User029,New York,1004.64,Utilities,752.44,8/14/2025
29,pass029,User029,New York,1004.64,Utilities,1988.75,8/17/2025
29,pass029,User029,New York,1004.64,Healthcare,381.29,8/21/2025
29,pass029,User029,New York,1004.64,Healthcare,951.64,8/24/2025
29,pass029,User029,New York,1004.64,Food,396.25,8/26/2025
29,pass029,User029,New York,1004.64,Entertainment,1347.15,8/29/2025
29,pass029,User029,New York,1004.64,Food,1715.27,9/1/2025
29,pass029,User029,New York,1004.64,Healthcare,198.82,9/4/2025
29,pass029,User029,New York,1004.64,Healthcare,1830.44,9/8/2025
29,pass029,User029,New York,1004.64,Entertainment,1117.45,9/11/2025
29,pass029,User029,New York,1004.64,Utilities,143.06,9/16/2025
29,pass029,User029,New York,1004.64,Housing,379.06,9/17/2025
29,pass029,User029,New York,1004.64,Entertainment,1193.48,9/20/2025
29,pass029,User029,New York,1004.64,Utilities,162.68,9/23/2025
30,pass030,User030,New York,9379.58,Housing,643.44,7/5/2025
30,pass030,User030,New York,9379.58,Healthcare,1103,7/8/2025
30,pass030,User030,New York,9379.58,Housing,1712.66,7/13/2025
30,pass030,User030,New York,9379.58,Housing,649.49,7/15/2025
30,pass030,User030,New York,9379.58,Entertainment,769.3,7/17/2025
30,pass030,User030,New York,9379.58,Entertainment,1340.53,7/23/2025
30,pass030,User030,New York,9379.58,Housing,426.14,7/25/2025
30,pass030,User030,New York,9379.58,Healthcare,171.32,7/29/2025
30,pass030,User030,New York,9379.58,Housing,1030.12,8/1/2025
30,pass030,User030,New York,9379.58,Transport,764.36,8/4/2025
30,pass030,User030,New York,9379.58,Entertainment,1961.15,8/8/2025
30,pass030,User030,New York,9379.58,Healthcare,1965.56,8/9/2025
30,pass030,User030,New York,9379.58,Healthcare,1114.96,8/12/2025
30,pass030,User030,New York,9379.58,Transport,306.19,8/16/2025
30,pass030,User030,New York,9379.58,Healthcare,717.51,8/19/2025
30,pass030,User030,New York,9379.58,Healthcare,915.34,8/24/2025
30,pass030,User030,New York,9379.58,Transport,245.29,8/27/2025
30,pass030,User030,New York,9379.58,Utilities,592.26,8/28/2025
30,pass030,User030,New York,9379.58,Housing,1517.82,9/2/2025
30,pass030,User030,New York,9379.58,Housing,1854.39,9/4/2025
30,pass030,User030,New York,9379.58,Housing,1558.08,9/7/2025
30,pass030,User030,New York,9379.58,Utilities,340.2,9/10/2025
30,pass030,User030,New York,9379.58,Transport,840.25,9/16/2025
30,pass030,User030,New York,9379.58,Food,1831.96,9/19/2025
30,pass030,User030,New York,9379.58,Entertainment,1593.83,9/20/2025
30,pass030,User030,New York,9379.58,Utilities,424.62,9/25/2025
31,pass031,User031,California,2487,Entertainment,491.15,7/5/2025
31,pass031,User031,California,2487,Utilities,839.61,7/8/2025
31,pass031,User031,California,2487,Food,25.79,7/12/2025
31,pass031,User031,California,2487,Entertainment,1930.86,7/16/2025
31,pass031,User031,California,2487,Entertainment,990.97,7/18/2025
31,pass031,User031,California,2487,Transport,1372.18,7/21/2025
31,pass031,User031,California,2487,Healthcare,256.26,7/25/2025
31,pass031,User031,California,2487,Healthcare,524.87,7/27/2025
31,pass031,User031,California,2487,Healthcare,718.06,7/31/2025
31,pass031,User031,California,2487,Food,1810.95,8/4/2025
31,pass031,User031,California,2487,Housing,663.77,8/8/2025
31,pass031,User031,California,2487,Transport,236.78,8/11/2025
31,pass031,User031,California,2487,Entertainment,820.96,8/13/2025
31,pass031,User031,California,2487,Transport,451.85,8/17/2025
31,pass031,User031,California,2487,Utilities,546.73,8/19/2025
31,pass031,User031,California,2487,Housing,98.56,8/24/2025
31,pass031,User031,California,2487,Healthcare,1856.81,8/25/2025
31,pass031,User031,California,2487,Entertainment,1390.4,8/28/2025
31,pass031,User031,California,2487,Utilities,1792.76,9/2/2025
31,pass031,User031,California,2487,Food,1360.46,9/6/2025
31,pass031,User031,California,2487,Food,1303.44,9/7/2025
31,pass031,User031,California,2487,Transport,121.57,9/10/2025
31,pass031,User031,California,2487,Healthcare,1228.03,9/16/2025
31,pass031,User031,California,2487,Housing,1379.31,9/18/2025
31,pass031,User031,California,2487,Transport,1573.06,9/20/2025
31,pass031,User031,California,2487,Housing,650.75,9/23/2025
32,pass032,User032,Georgia,2390.67,Utilities,1086.89,7/6/2025
32,pass032,User032,Georgia,2390.67,Entertainment,1625.02,7/9/2025
32,pass032,User032,Georgia,2390.67,Food,1742.58,7/11/2025
32,pass032,User032,Georgia,2390.67,Healthcare,1061.9,7/14/2025
32,pass032,User032,Georgia,2390.67,Healthcare,1341.29,7/19/2025
32,pass032,User032,Georgia,2390.67,Transport,119.5,7/21/2025
32,pass032,User032,Georgia,2390.67,Transport,1801.64,7/26/2025
32,pass032,User032,Georgia,2390.67,Healthcare,1777.6,7/27/2025
32,pass032,User032,Georgia,2390.67,Utilities,1944.91,7/31/2025
32,pass032,User032,Georgia,2390.67,Housing,1458.59,8/3/2025
32,pass032,User032,Georgia,2390.67,Utilities,1623.96,8/7/2025
32,pass032,User032,Georgia,2390.67,Entertainment,337.85,8/11/2025
32,pass032,User032,Georgia,2390.67,Transport,1643.38,8/12/2025
32,pass032,User032,Georgia,2390.67,Housing,1547.82,8/17/2025
32,pass032,User032,Georgia,2390.67,Food,1570.27,8/19/2025
32,pass032,User032,Georgia,2390.67,Utilities,1628.42,8/22/2025
32,pass032,User032,Georgia,2390.67,Entertainment,930.93,8/27/2025
32,pass032,User032,Georgia,2390.67,Healthcare,1185.97,8/28/2025
32,pass032,User032,Georgia,2390.67,Housing,266.58,9/3/2025
32,pass032,User032,Georgia,2390.67,Entertainment,1697.25,9/5/2025
