id,password,name,location,balance,income_yearly,purchase_type,purchase_amount,purchase_date,income_weekly
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Housing,224.56,2025-04-07,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Transport,54.97,2025-04-07,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Entertainment,20.13,2025-04-07,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Healthcare,275.77,2025-04-07,1134.2115384615386
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Food,74.21,2025-04-07,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Utilities,159.22,2025-04-07,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Housing,840.71,2025-04-07,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Transport,55.21,2025-04-07,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Entertainment,92.65,2025-04-07,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Healthcare,110.27,2025-04-07,962.3846153846154
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Food,68.6,2025-04-07,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Utilities,31.01,2025-04-07,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Housing,524.81,2025-04-07,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Transport,27.22,2025-04-07,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Entertainment,78.26,2025-04-07,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Healthcare,194.73,2025-04-07,1279.2307692307693
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Food,51.95,2025-04-07,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Utilities,176.95,2025-04-07,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Housing,812.46,2025-04-07,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Transport,8.29,2025-04-07,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Entertainment,30.3,2025-04-07,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Healthcare,16.39,2025-04-07,1217.8653846153845
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Food,92.18,2025-04-07,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Utilities,157.17,2025-04-07,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Housing,961.91,2025-04-07,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Transport,17.51,2025-04-07,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Entertainment,14.11,2025-04-07,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Healthcare,286.26,2025-04-07,1340.6538461538462
8,pass8#Ca,Liam Johnson,California,878.12,61813,Food,94.64,2025-04-07,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Utilities,100.53,2025-04-07,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Housing,524.66,2025-04-07,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Transport,12.12,2025-04-07,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Entertainment,130.89,2025-04-07,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Healthcare,113.01,2025-04-07,1188.7115384615386
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Food,53.9,2025-04-07,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Utilities,55.74,2025-04-07,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Housing,937.76,2025-04-07,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Transport,11.85,2025-04-07,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Entertainment,65.74,2025-04-07,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Healthcare,235.11,2025-04-07,1664.6923076923076
10,pass10#Ca,Noah Davis,California,432.42,81133,Food,78.39,2025-04-07,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Utilities,241.2,2025-04-07,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Housing,534.0,2025-04-07,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Transport,51.96,2025-04-07,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Entertainment,26.19,2025-04-07,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Healthcare,149.86,2025-04-07,1560.25
11,pass11#Ca,Ava Patel,California,1905.38,94799,Food,15.43,2025-04-07,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Utilities,141.42,2025-04-07,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Housing,524.5,2025-04-07,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Transport,65.79,2025-04-07,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Entertainment,10.08,2025-04-07,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Healthcare,135.07,2025-04-07,1823.0576923076924
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Food,49.09,2025-04-07,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Utilities,242.2,2025-04-07,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Housing,910.33,2025-04-07,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Transport,9.44,2025-04-07,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Entertainment,96.43,2025-04-07,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Healthcare,193.08,2025-04-07,1902.0961538461538
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Food,96.93,2025-04-07,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Utilities,107.96,2025-04-07,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Housing,493.47,2025-04-07,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Transport,14.76,2025-04-07,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Entertainment,20.95,2025-04-07,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Healthcare,281.52,2025-04-07,1811.1153846153845
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Food,48.02,2025-04-07,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Utilities,171.52,2025-04-07,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Housing,694.41,2025-04-07,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Transport,40.52,2025-04-07,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Entertainment,8.2,2025-04-07,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Healthcare,261.99,2025-04-07,1679.673076923077
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Food,28.27,2025-04-07,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Utilities,59.32,2025-04-07,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Housing,630.78,2025-04-07,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Transport,7.09,2025-04-07,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Entertainment,102.29,2025-04-07,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Healthcare,77.08,2025-04-07,1708.7115384615386
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Food,25.69,2025-04-07,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Utilities,214.77,2025-04-07,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Housing,436.06,2025-04-07,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Transport,12.08,2025-04-07,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Entertainment,119.42,2025-04-07,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Healthcare,11.9,2025-04-07,1462.5192307692307
17,pass17#Ne,Charlotte King,New York,1919.44,74882,Food,85.76,2025-04-07,1440.0384615384614
17,pass17#Ne,Charlotte King,New York,1919.44,74882,Utilities,63.24,2025-04-07,1440.0384615384614
17,pass17#Ne,Charlotte King,New York,1919.44,74882,Housing,272.24,2025-04-07,1440.0384615384614
17,pass17#Ne,Charlotte King,New York,1919.44,74882,Transport,18.6,2025-04-07,1440.0384615384614
17,pass17#Ne,Charlotte King,New York,1919.44,74882,Entertainment,27.57,2025-04-07,1440.0384615384614
17,pass17#Ne,Charlotte King,New York,1919.44,74882,Healthcare,221.88,2025-04-07,1440.0384615384614
18,pass18#Ne,Henry Young,New York,4796.27,105296,Food,7.91,2025-04-07,2024.923076923077
18,pass18#Ne,Henry Young,New York,4796.27,105296,Utilities,36.11,2025-04-07,2024.923076923077
18,pass18#Ne,Henry Young,New York,4796.27,105296,Housing,816.74,2025-04-07,2024.923076923077
18,pass18#Ne,Henry Young,New York,4796.27,105296,Transport,17.8,2025-04-07,2024.923076923077
18,pass18#Ne,Henry Young,New York,4796.27,105296,Entertainment,46.46,2025-04-07,2024.923076923077
18,pass18#Ne,Henry Young,New York,4796.27,105296,Healthcare,66.58,2025-04-07,2024.923076923077
19,pass19#Te,Amelia Flores,Texas,6513.56,57109,Food,8.7,2025-04-07,1098.25
19,pass19#Te,Amelia Flores,Texas,6513.56,57109,Utilities,157.25,2025-04-07,1098.25
19,pass19#Te,Amelia Flores,Texas,6513.56,57109,Housing,501.0,2025-04-07,1098.25
19,pass19#Te,Amelia Flores,Texas,6513.56,57109,Transport,41.75,2025-04-07,1098.25
19,pass19#Te,Amelia Flores,Texas,6513.56,57109,Entertainment,54.99,2025-04-07,1098.25
19,pass19#Te,Amelia Flores,Texas,6513.56,57109,Healthcare,216.77,2025-04-07,1098.25
20,pass20#Te,William Turner,Texas,250.69,60508,Food,44.74,2025-04-07,1163.6153846153845
20,pass20#Te,William Turner,Texas,250.69,60508,Utilities,46.66,2025-04-07,1163.6153846153845
20,pass20#Te,William Turner,Texas,250.69,60508,Housing,485.65,2025-04-07,1163.6153846153845
20,pass20#Te,William Turner,Texas,250.69,60508,Transport,52.31,2025-04-07,1163.6153846153845
20,pass20#Te,William Turner,Texas,250.69,60508,Entertainment,9.19,2025-04-07,1163.6153846153845
20,pass20#Te,William Turner,Texas,250.69,60508,Healthcare,218.16,2025-04-07,1163.6153846153845
21,pass21#Te,Harper Kelly,Texas,6485.39,65626,Food,72.4,2025-04-07,1262.0384615384614
21,pass21#Te,Harper Kelly,Texas,6485.39,65626,Utilities,118.75,2025-04-07,1262.0384615384614
21,pass21#Te,Harper Kelly,Texas,6485.39,65626,Housing,454.05,2025-04-07,1262.0384615384614
21,pass21#Te,Harper Kelly,Texas,6485.39,65626,Transport,53.3,2025-04-07,1262.0384615384614
21,pass21#Te,Harper Kelly,Texas,6485.39,65626,Entertainment,11.04,2025-04-07,1262.0384615384614
21,pass21#Te,Harper Kelly,Texas,6485.39,65626,Healthcare,136.99,2025-04-07,1262.0384615384614
22,pass22#Te,James Cooper,Texas,5645.49,71131,Food,36.01,2025-04-07,1367.9038461538462
22,pass22#Te,James Cooper,Texas,5645.49,71131,Utilities,147.53,2025-04-07,1367.9038461538462
22,pass22#Te,James Cooper,Texas,5645.49,71131,Housing,476.29,2025-04-07,1367.9038461538462
22,pass22#Te,James Cooper,Texas,5645.49,71131,Transport,50.42,2025-04-07,1367.9038461538462
22,pass22#Te,James Cooper,Texas,5645.49,71131,Entertainment,12.38,2025-04-07,1367.9038461538462
22,pass22#Te,James Cooper,Texas,5645.49,71131,Healthcare,30.75,2025-04-07,1367.9038461538462
23,pass23#Te,Evelyn Ward,Texas,2853.95,68288,Food,52.17,2025-04-07,1313.2307692307693
23,pass23#Te,Evelyn Ward,Texas,2853.95,68288,Utilities,39.08,2025-04-07,1313.2307692307693
23,pass23#Te,Evelyn Ward,Texas,2853.95,68288,Housing,327.76,2025-04-07,1313.2307692307693
23,pass23#Te,Evelyn Ward,Texas,2853.95,68288,Transport,35.79,2025-04-07,1313.2307692307693
23,pass23#Te,Evelyn Ward,Texas,2853.95,68288,Entertainment,62.62,2025-04-07,1313.2307692307693
23,pass23#Te,Evelyn Ward,Texas,2853.95,68288,Healthcare,95.96,2025-04-07,1313.2307692307693
24,pass24#Te,Benjamin Cook,Texas,1412.74,60241,Food,82.38,2025-04-07,1158.4807692307693
24,pass24#Te,Benjamin Cook,Texas,1412.74,60241,Utilities,120.34,2025-04-07,1158.4807692307693
24,pass24#Te,Benjamin Cook,Texas,1412.74,60241,Housing,451.06,2025-04-07,1158.4807692307693
24,pass24#Te,Benjamin Cook,Texas,1412.74,60241,Transport,34.33,2025-04-07,1158.4807692307693
24,pass24#Te,Benjamin Cook,Texas,1412.74,60241,Entertainment,15.09,2025-04-07,1158.4807692307693
24,pass24#Te,Benjamin Cook,Texas,1412.74,60241,Healthcare,196.43,2025-04-07,1158.4807692307693
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Food,75.16,2025-04-07,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Utilities,149.06,2025-04-07,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Housing,704.92,2025-04-07,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Transport,42.63,2025-04-07,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Entertainment,28.84,2025-04-07,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Healthcare,136.72,2025-04-07,1297.4615384615386
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Food,23.69,2025-04-07,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Utilities,91.57,2025-04-07,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Housing,475.42,2025-04-07,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Transport,25.63,2025-04-07,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Entertainment,15.46,2025-04-07,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Healthcare,129.75,2025-04-07,1137.5192307692307
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Food,59.69,2025-04-07,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Utilities,98.08,2025-04-07,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Housing,256.54,2025-04-07,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Transport,53.9,2025-04-07,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Entertainment,12.34,2025-04-07,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Healthcare,243.68,2025-04-07,1167.4038461538462
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Food,12.54,2025-04-07,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Utilities,46.9,2025-04-07,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Housing,682.97,2025-04-07,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Transport,47.7,2025-04-07,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Entertainment,66.91,2025-04-07,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Healthcare,174.67,2025-04-07,1235.7884615384614
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Food,51.15,2025-04-07,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Utilities,89.85,2025-04-07,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Housing,234.42,2025-04-07,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Transport,22.15,2025-04-07,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Entertainment,79.07,2025-04-07,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Healthcare,220.75,2025-04-07,1511.1538461538462
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Food,76.42,2025-04-07,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Utilities,161.99,2025-04-07,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Housing,850.01,2025-04-07,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Transport,35.91,2025-04-07,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Entertainment,44.08,2025-04-07,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Healthcare,172.27,2025-04-07,1377.5961538461538
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Food,21.93,2025-04-14,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Utilities,147.04,2025-04-14,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Housing,302.27,2025-04-14,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Transport,8.29,2025-04-14,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Entertainment,97.11,2025-04-14,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Healthcare,110.76,2025-04-14,1495.1153846153845
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Food,66.33,2025-04-14,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Utilities,132.13,2025-04-14,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Housing,717.65,2025-04-14,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Transport,48.54,2025-04-14,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Entertainment,111.22,2025-04-14,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Healthcare,234.98,2025-04-14,929.0961538461538
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Food,54.3,2025-04-14,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Utilities,144.51,2025-04-14,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Housing,161.21,2025-04-14,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Transport,53.13,2025-04-14,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Entertainment,95.37,2025-04-14,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Healthcare,83.18,2025-04-14,1134.2115384615386
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Food,19.32,2025-04-14,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Utilities,155.34,2025-04-14,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Housing,362.65,2025-04-14,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Transport,20.94,2025-04-14,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Entertainment,5.42,2025-04-14,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Healthcare,249.15,2025-04-14,962.3846153846154
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Food,50.48,2025-04-14,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Utilities,100.84,2025-04-14,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Housing,243.59,2025-04-14,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Transport,36.96,2025-04-14,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Entertainment,8.1,2025-04-14,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Healthcare,215.05,2025-04-14,1279.2307692307693
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Food,22.12,2025-04-14,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Utilities,104.28,2025-04-14,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Housing,385.39,2025-04-14,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Transport,22.59,2025-04-14,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Entertainment,83.58,2025-04-14,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Healthcare,223.52,2025-04-14,1217.8653846153845
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Food,61.23,2025-04-14,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Utilities,53.06,2025-04-14,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Housing,217.88,2025-04-14,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Transport,13.28,2025-04-14,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Entertainment,87.46,2025-04-14,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Healthcare,236.27,2025-04-14,1340.6538461538462
8,pass8#Ca,Liam Johnson,California,878.12,61813,Food,32.35,2025-04-14,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Utilities,179.13,2025-04-14,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Housing,591.38,2025-04-14,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Transport,32.11,2025-04-14,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Entertainment,41.88,2025-04-14,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Healthcare,263.27,2025-04-14,1188.7115384615386
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Food,16.88,2025-04-14,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Utilities,128.44,2025-04-14,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Housing,416.8,2025-04-14,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Transport,47.74,2025-04-14,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Entertainment,70.11,2025-04-14,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Healthcare,233.99,2025-04-14,1664.6923076923076
10,pass10#Ca,Noah Davis,California,432.42,81133,Food,10.19,2025-04-14,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Utilities,120.87,2025-04-14,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Housing,689.42,2025-04-14,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Transport,3.38,2025-04-14,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Entertainment,45.61,2025-04-14,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Healthcare,81.95,2025-04-14,1560.25
11,pass11#Ca,Ava Patel,California,1905.38,94799,Food,19.16,2025-04-14,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Utilities,90.33,2025-04-14,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Housing,455.51,2025-04-14,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Transport,3.39,2025-04-14,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Entertainment,104.54,2025-04-14,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Healthcare,70.09,2025-04-14,1823.0576923076924
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Food,42.92,2025-04-14,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Utilities,188.25,2025-04-14,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Housing,603.98,2025-04-14,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Transport,57.98,2025-04-14,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Entertainment,112.37,2025-04-14,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Healthcare,35.54,2025-04-14,1902.0961538461538
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Food,86.07,2025-04-14,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Utilities,41.84,2025-04-14,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Housing,180.46,2025-04-14,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Transport,61.01,2025-04-14,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Entertainment,114.56,2025-04-14,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Healthcare,194.67,2025-04-14,1811.1153846153845
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Food,59.11,2025-04-14,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Utilities,181.29,2025-04-14,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Housing,509.6,2025-04-14,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Transport,10.03,2025-04-14,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Entertainment,8.14,2025-04-14,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Healthcare,114.6,2025-04-14,1679.673076923077
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Food,80.42,2025-04-14,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Utilities,162.19,2025-04-14,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Housing,851.42,2025-04-14,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Transport,60.93,2025-04-14,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Entertainment,16.65,2025-04-14,1708.7115384615386
15,pass15#Ne,Mia Thompson,New York,5269.1,88853,Healthcare,280.39,2025-04-14,1708.7115384615386
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Food,28.25,2025-04-14,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Utilities,156.07,2025-04-14,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Housing,597.27,2025-04-14,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Transport,27.78,2025-04-14,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Entertainment,44.75,2025-04-14,1462.5192307692307
16,pass16#Ne,Lucas Walker,New York,4450.54,76051,Healthcare,119.3,2025-04-14,1462.5192307692307
17,pass17#Ne,Charlotte King,New York,1919.44,74882,Food,36.64,2025-04-14,1440.0384615384614
